@relation rillof.triples.sentences.txt-weka.filters.unsupervised.attribute.NumericToBinary-R5

@attribute tree string
@attribute subject string
@attribute relation string
@attribute object string
@attribute class_binarized {0,1}

@data
' ( ROOT ( S ( NP ( NN ancestry ) ) ( VP ( VBZ be ) ( NP ( NP ( VBN inherited ) ( NNS property ) ) ( VP ( VBN shared ) ( PP ( IN with ) ( NP ( NP ( NNS others ) ) ( PP ( IN of ) ( NP ( PRP$ your ) ( NN bloodline ) ) ) ) ) ) ) ) ) ) ',' ( NP ( VBN inherited ) ( NNS property ) ) ',' ( VB Shared ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN annotation ) ) ( VP ( VBZ be ) ( NP ( NP ( DT the ) ( NN act ) ) ( PP ( IN of ) ( S ( VP ( VBG adding ) ( NP ( NNS note ) ) ) ) ) ) ) ) ) ',' ( NP ( NNS note ) ) ',' ( VB Adding ) ',' ( PP ( IN by ) ( NP ( NN thing ) ) ) ',1
' ( ROOT ( S ( NP ( NN antibody ) ) ( VP ( VBZ be ) ( NP ( NP ( DT any ) ) ( PP ( IN of ) ( NP ( NP ( DT a ) ( JJ large ) ( NN variety ) ) ( PP ( IN of ) ( NP ( NNS protein ) ) ) ) ) ) ( ADVP ( RB normally ) ) ( VP ( VP ( ADJP ( JJ present ) ) ( PP ( IN in ) ( NP ( DT the ) ( NN body ) ) ) ) ( CC or ) ( VP ( VBN produced ) ( PP ( IN in ) ( NP ( NN response ) ) ) ( PP ( TO to ) ( NP ( NP ( DT an ) ( NN antigen ) ) ( SBAR ( WHNP ( WDT which ) ) ( S ( VP ( VBZ neutralizes ) ( , , ) ( ADVP ( RB thus ) ) ( S ( VP ( VBG producing ) ( NP ( DT an ) ( JJ immune ) ( NN response ) ) ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NN response ) ) ',' ( VB Producing ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN arena ) ( NN theater ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( NN theater ) ) ( VP ( VBN arranged ) ( PP ( IN with ) ( NP ( NP ( NNS seats ) ) ( PP ( IN around ) ( NP ( NP ( QP ( IN at ) ( JJS least ) ( CD 3 ) ) ( NNS side ) ) ( PP ( IN of ) ( NP ( DT the ) ( NN stage ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( DT a ) ( NN theater ) ) ',' ( VB Arranged ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN arm ) ) ( VP ( VBZ be ) ( NP ( NP ( DT the ) ( NN part ) ) ( PP ( IN of ) ( NP ( NP ( DT a ) ( NN garment ) ) ( SBAR ( SBAR ( WHNP ( WDT that ) ) ( S ( VP ( VBZ be ) ( VP ( VBN attached ) ( PP ( IN at ) ( NP ( DT the ) ( NN armhole ) ) ) ) ) ) ) ( CC and ) ( SBAR ( IN that ) ( S ( VP ( VBZ provides ) ( NP ( NP ( DT a ) ( NN cloth ) ) ( VP ( VBG covering ) ( PP ( IN for ) ( NP ( DT the ) ( NN arm ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( DT the ) ( NN armhole ) ) ',' ( VB Attached ) ',' ( NP ( NN thing ) ) ',1
' ( ROOT ( S ( NP ( NN asean ) ) ( VP ( VBZ be ) ( NP ( NP ( DT an ) ( NN association ) ) ( PP ( IN of ) ( NP ( NP ( NNS nation ) ) ( VP ( VBN dedicated ) ( PP ( TO to ) ( NP ( NP ( NP ( JJ economic ) ( CC and ) ( JJ political ) ( NN cooperation ) ) ( PP ( IN in ) ( NP ( JJ southeastern ) ( NNP asia ) ) ) ) ( CC and ) ( SBAR ( WHNP ( WP who ) ) ( S ( VP ( VBD joined ) ( PP ( IN with ) ( NP ( DT the ) ( NNP United ) ( NNPS state ) ) ) ( S ( VP ( TO to ) ( VP ( VB fight ) ( PP ( IN against ) ( NP ( JJ global ) ( NN terrorism ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NNS nation ) ) ',' ( VB Dedicated ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN asean ) ) ( VP ( VBZ be ) ( NP ( NP ( DT an ) ( NN association ) ) ( PP ( IN of ) ( NP ( NP ( NNS nation ) ) ( VP ( VBN dedicated ) ( PP ( TO to ) ( NP ( NP ( NP ( JJ economic ) ( CC and ) ( JJ political ) ( NN cooperation ) ) ( PP ( IN in ) ( NP ( JJ southeastern ) ( NNP asia ) ) ) ) ( CC and ) ( SBAR ( WHNP ( WP who ) ) ( S ( VP ( VBD joined ) ( PP ( IN with ) ( NP ( DT the ) ( NNP United ) ( NNPS state ) ) ) ( S ( VP ( TO to ) ( VP ( VB fight ) ( PP ( IN against ) ( NP ( JJ global ) ( NN terrorism ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NNS nation ) ) ',' ( VB Fight ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN association ) ( NN area ) ) ( VP ( VBZ be ) ( NP ( NP ( JJ cortical ) ( NNS area ) ) ( SBAR ( WHNP ( WDT that ) ) ( S ( VP ( VP ( VBP be ) ( NP ( NP ( DT neither ) ( NN motor ) ) ( CC or ) ( NP ( JJ sensory ) ) ) ) ( CC but ) ( VP ( VBP be ) ( VP ( VBN thought ) ( S ( VP ( TO to ) ( VP ( VB be ) ( VP ( VBN involved ) ( PP ( IN in ) ( NP ( NP ( JJR higher ) ( NN processing ) ) ( PP ( IN of ) ( NP ( NN information ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NP ( JJR higher ) ( NN processing ) ) ( PP ( IN of ) ( NP ( NN information ) ) ) ) ',' ( VB Involved ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN aster ) ( NN family ) ) ( VP ( VBZ be ) ( NP ( NP ( NNS plant ) ) ( PP ( IN with ) ( NP ( NP ( NNS head ) ) ( VP ( VBN composed ) ( PP ( IN of ) ( NP ( NP ( JJ many ) ( NNS floret ) ) ( : : ) ( NP ( NN aster ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NNS head ) ) ',' ( VB Composed ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN aubergine ) ) ( VP ( VBZ be ) ( NP ( NP ( NP ( JJ hairy ) ( JJ upright ) ( NN herb ) ) ( UCP ( ADJP ( JJ native ) ( PP ( TO to ) ( NP ( JJ southeastern ) ( NNP asia ) ) ) ) ( CC but ) ( VP ( ADVP ( RB widely ) ) ( VBN cultivated ) ( PP ( IN for ) ( NP ( JJ southeastern ) ( NNP asia ) ( JJ large ) ( JJ glossy ) ( JJ edible ) ( NN fruit ) ) ) ) ) ) ( VP ( ADVP ( RB commonly ) ) ( VBN used ) ( PP ( IN as ) ( NP ( DT a ) ( NN vegetable ) ) ) ) ) ) ) ) ',' ( NP ( NP ( JJ hairy ) ( JJ upright ) ( NN herb ) ) ( UCP ( ADJP ( JJ native ) ( PP ( TO to ) ( NP ( JJ southeastern ) ( NNP asia ) ) ) ) ( CC but ) ( VP ( ADVP ( RB widely ) ) ( VBN cultivated ) ( PP ( IN for ) ( NP ( JJ southeastern ) ( NNP asia ) ( JJ large ) ( JJ glossy ) ( JJ edible ) ( NN fruit ) ) ) ) ) ) ',' ( VB Used ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN auction ) ( NN bridge ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( NN variety ) ) ( PP ( IN of ) ( NP ( NN bridge ) ) ) ( SBAR ( WHPP ( IN in ) ( WHNP ( WDT which ) ) ) ( S ( NP ( NP ( NNS trick ) ) ( VP ( VBN made ) ( PP ( IN in ) ( NP ( NP ( NN excess ) ) ( PP ( IN of ) ( NP ( DT the ) ( NN contract ) ) ) ) ) ) ) ( VP ( VBP be ) ( VP ( VBN scored ) ( PP ( IN toward ) ( NP ( NN game ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NNS trick ) ) ',' ( VB Made ) ',' ( NP ( NN thing ) ) ',1
' ( ROOT ( S ( NP ( NN auction ) ( NN bridge ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( NN variety ) ) ( PP ( IN of ) ( NP ( NN bridge ) ) ) ( SBAR ( WHPP ( IN in ) ( WHNP ( WDT which ) ) ) ( S ( NP ( NP ( NNS trick ) ) ( VP ( VBN made ) ( PP ( IN in ) ( NP ( NP ( NN excess ) ) ( PP ( IN of ) ( NP ( DT the ) ( NN contract ) ) ) ) ) ) ) ( VP ( VBP be ) ( VP ( VBN scored ) ( PP ( IN toward ) ( NP ( NN game ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NNS trick ) ) ',' ( VB Scored ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN austronesian ) ) ( VP ( VBZ be ) ( NP ( NP ( DT the ) ( NN family ) ) ( PP ( IN of ) ( NP ( NP ( NNS language ) ) ( VP ( VBN spoken ) ( PP ( IN in ) ( NP ( NP ( NNP australia ) ( CC and ) ( NNP formosa ) ) ( CC and ) ( NP ( NNP malaysia ) ( CC and ) ( NNP polynesia ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NNS language ) ) ',' ( VB Spoken ) ',' ( NP ( NN thing ) ) ',1
' ( ROOT ( S ( NP ( NN ayatollah ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( JJ high-ranking ) ( NNP shiite ) ( JJ religious ) ( NN leader ) ) ( SBAR ( SBAR ( WHNP ( WP who ) ) ( S ( VP ( VBZ be ) ( VP ( VBN regarded ) ( PP ( IN as ) ( NP ( NP ( DT an ) ( NN authority ) ) ( PP ( IN on ) ( NP ( NP ( JJ religious ) ( NN law ) ) ( CC and ) ( NP ( PRP$ its ) ( NN interpretation ) ) ) ) ) ) ) ) ) ) ( CC and ) ( SBAR ( WHNP ( WP who ) ) ( S ( VP ( VBZ has ) ( NP ( JJ political ) ( NN power ) ) ( ADVP ( RB as ) ( RB well ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NP ( DT an ) ( NN authority ) ) ( PP ( IN on ) ( NP ( NP ( JJ religious ) ( NN law ) ) ( CC and ) ( NP ( PRP$ its ) ( NN interpretation ) ) ) ) ) ',' ( VB Regarded ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN bantu ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( NN family ) ) ( PP ( IN of ) ( NP ( NP ( NNS language ) ) ( VP ( ADVP ( RB widely ) ) ( VBN spoken ) ( PP ( IN in ) ( NP ( NP ( DT the ) ( JJ southern ) ( NN half ) ) ( PP ( IN of ) ( NP ( DT the ) ( JJ African ) ( NN continent ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NNS language ) ) ',' ( VB Spoken ) ',' ( NP ( NN thing ) ) ',1
' ( ROOT ( S ( NP ( NN basket ) ( NN weave ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( NN cloth ) ) ( VP ( VBN woven ) ( PP ( IN of ) ( NP ( NP ( QP ( CD 2 ) ( CC or ) ( JJR more ) ) ( NNS threads ) ) ( VP ( VBN interlaced ) ( S ( VP ( TO to ) ( VP ( VB suggest ) ( NP ( NP ( DT the ) ( NN weave ) ) ( PP ( IN of ) ( NP ( DT a ) ( NN basket ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( QP ( CD 2 ) ( CC or ) ( JJR more ) ) ( NNS threads ) ) ',' ( VB Interlacedtosuggest ) ',' ( NP ( NN thing ) ) ',1
' ( ROOT ( S ( NP ( NN basket ) ( NN weave ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( NN cloth ) ) ( VP ( VBN woven ) ( PP ( IN of ) ( NP ( NP ( QP ( CD 2 ) ( CC or ) ( JJR more ) ) ( NNS threads ) ) ( VP ( VBN interlaced ) ( S ( VP ( TO to ) ( VP ( VB suggest ) ( NP ( NP ( DT the ) ( NN weave ) ) ( PP ( IN of ) ( NP ( DT a ) ( NN basket ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( QP ( CD 2 ) ( CC or ) ( JJR more ) ) ( NNS threads ) ) ',' ( VB Woven ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN beer ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( JJ general ) ( NN name ) ) ( PP ( IN for ) ( NP ( NP ( JJ alcoholic ) ( NNS beverage ) ) ( VP ( VBN made ) ( PP ( IN by ) ( S ( VP ( VBG fermenting ) ( SBAR ( S ( NP ( NP ( DT a ) ( NN cereal ) ) ( VP ( VBN flavored ) ( PP ( IN with ) ) ) ) ( VP ( VBZ hops ) ) ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( DT a ) ( NN cereal ) ) ',' ( VB Flavored ) ',' ( NP ( NN thing ) ) ',1
' ( ROOT ( S ( NP ( NN beer ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( JJ general ) ( NN name ) ) ( PP ( IN for ) ( NP ( NP ( JJ alcoholic ) ( NNS beverage ) ) ( VP ( VBN made ) ( PP ( IN by ) ( S ( VP ( VBG fermenting ) ( SBAR ( S ( NP ( NP ( DT a ) ( NN cereal ) ) ( VP ( VBN flavored ) ( PP ( IN with ) ) ) ) ( VP ( VBZ hops ) ) ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( DT a ) ( NN cereal ) ) ',' ( VB Made ) ',' ( NP ( NN thing ) ) ',1
' ( ROOT ( S ( NP ( NN borage ) ( NN family ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( RB widely ) ( VBN distributed ) ( NN family ) ) ( PP ( IN of ) ( NP ( NP ( NNS plant ) ) ( VP ( VBN distinguished ) ( PP ( IN by ) ( NP ( NP ( JJ circinate ) ( NNS flower ) ) ( CC and ) ( NP ( JJ nutlike ) ( NN fruit ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NNS plant ) ) ',' ( VB Distinguished ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN boxcar ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( NN freight ) ( NN car ) ) ( UCP ( PP ( IN with ) ( NP ( NN roof ) ) ) ( CC and ) ( S ( VP ( VBG sliding ) ( NP ( NNS door ) ) ( PP ( IN in ) ( NP ( DT the ) ( NNS side ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NNS door ) ) ',' ( VB Sliding ) ',' ( PP ( IN by ) ( NP ( NN thing ) ) ) ',1
' ( ROOT ( S ( NP ( NN branchia ) ) ( VP ( VBZ be ) ( NP ( NP ( JJ respiratory ) ( NN organ ) ) ( PP ( IN of ) ( NP ( JJ aquatic ) ( NNS animal ) ) ) ( SBAR ( WHNP ( WDT that ) ) ( S ( VP ( VBP breathe ) ( NP ( NP ( NN oxygen ) ) ( VP ( VBN dissolved ) ( PP ( IN in ) ( NP ( NN water ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NN oxygen ) ) ',' ( VB Dissolved ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN brass ) ( NN instrument ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( NN wind ) ( NN instrument ) ) ( SBAR ( WHNP ( WDT that ) ) ( S ( VP ( VBZ consists ) ( PP ( IN of ) ( NP ( NP ( DT a ) ( NN brass ) ( NN tube ) ) ( SBAR ( WHNP ( WDT that ) ) ( S ( VP ( VBZ be ) ( VP ( VBN blown ) ( PP ( IN by ) ( NP ( NP ( NNS means ) ) ( PP ( IN of ) ( NP ( DT a ) ( JJ cup-shaped ) ( CC or ) ( JJ funnel-shaped ) ( NN mouthpiece ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NP ( NNS means ) ) ( PP ( IN of ) ( NP ( DT a ) ( JJ cup-shaped ) ( CC or ) ( JJ funnel-shaped ) ( NN mouthpiece ) ) ) ) ',' ( VB Blown ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN brass ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( NN memorial ) ) ( VP ( VBN made ) ( PP ( IN of ) ( NP ( NN brass ) ) ) ) ) ) ) ) ',' ( NP ( DT a ) ( NN memorial ) ) ',' ( VB Made ) ',' ( NP ( NN thing ) ) ',1
' ( ROOT ( S ( NP ( NN car ) ( NN carrier ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( NN trailer ) ) ( SBAR ( WHNP ( WDT that ) ) ( S ( VP ( MD can ) ( VP ( VB be ) ( VP ( VBN loaded ) ( PP ( IN with ) ( NP ( NP ( JJ new ) ( NNS car ) ) ( PP ( IN for ) ( NP ( NN delivery ) ) ) ) ) ( PP ( TO to ) ( NP ( NNS sales ) ( NNS agency ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NP ( JJ new ) ( NNS car ) ) ( PP ( IN for ) ( NP ( NN delivery ) ) ) ) ',' ( VB Loaded ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN cargo ) ( NNS ship ) ) ( VP ( VBZ be ) ( NP ( NP ( NN conveyance ) ) ( VP ( VBN provided ) ( PP ( IN by ) ( NP ( NP ( DT the ) ( NNS ship ) ) ( VP ( VBG belonging ) ( PP ( TO to ) ( NP ( NP ( CD 1 ) ( NN country ) ) ( CC or ) ( NP ( NN industry ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NN conveyance ) ) ',' ( VB Provided ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN cereal ) ( NN oat ) ) ( VP ( VBZ be ) ( ADVP ( RB widely ) ) ( VP ( VBN cultivated ) ( PP ( IN in ) ( NP ( NP ( JJ temperate ) ( NNS region ) ) ( PP ( IN for ) ( NP ( JJ edible ) ( NNS grain ) ) ) ) ) ) ) ) ) ',' ( NP ( NP ( JJ temperate ) ( NNS region ) ) ( PP ( IN for ) ( NP ( JJ edible ) ( NNS grain ) ) ) ) ',' ( VB Cultivated ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN chapterhouse ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( NN house ) ) ( VP ( VBN used ) ( PP ( IN as ) ( NP ( DT a ) ( NN residence ) ) ) ( PP ( IN by ) ( NP ( NP ( DT a ) ( NN chapter ) ) ( PP ( IN of ) ( NP ( DT a ) ( NN fraternity ) ) ) ) ) ) ) ) ) ) ',' ( NP ( DT a ) ( NN house ) ) ',' ( VB Used ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN chemical ) ( NN notation ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( NN notation ) ) ( VP ( VBN used ) ( PP ( IN by ) ( NP ( NNS chemist ) ) ) ( S ( VP ( TO to ) ( VP ( VB express ) ( NP ( JJ technical ) ( NNS fact ) ) ( PP ( IN in ) ( NP ( NN chemistry ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( DT a ) ( NN notation ) ) ',' ( VB Usedtoexpress ) ',' ( NP ( NN thing ) ) ',1
' ( ROOT ( S ( NP ( NN chemical ) ( NN property ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( NN property ) ) ( VP ( VBN used ) ( S ( VP ( TO to ) ( VP ( VB characterize ) ( NP ( NNS material ) ) ( PP ( IN in ) ( NP ( NP ( NNS reaction ) ) ( SBAR ( WHNP ( WDT that ) ) ( S ( VP ( VBP change ) ( NP ( NN identity ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( DT a ) ( NN property ) ) ',' ( VB Usedtocharacterize ) ',' ( NP ( NN thing ) ) ',1
' ( ROOT ( S ( NP ( NN cladonia ) ( NN rangiferina ) ) ( VP ( VBZ be ) ( NP ( NP ( NP ( DT an ) ( JJ erect ) ( JJ greyish ) ( VBG branching ) ( NN lichen ) ) ( PP ( IN of ) ( NP ( NNP arctic ) ) ) ) ( CC and ) ( NP ( NP ( RB even ) ( DT some ) ( NN north ) ( JJ temperate ) ( NNS region ) ) ( VP ( VP ( VBG constituting ) ( NP ( NP ( DT the ) ( JJ chief ) ( NN food ) ) ( PP ( IN for ) ( NP ( NN reindeer ) ( CC and ) ( NN caribou ) ) ) ) ) ( CC and ) ( ADVP ( RB sometimes ) ) ( VP ( VBG be ) ( VP ( VBN eaten ) ( PP ( IN by ) ( NP ( NNS humans ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NNS humans ) ) ',' ( VB Eaten ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN class ) ( NN sarcodina ) ) ( VP ( VBZ be ) ( VP ( VP ( VBN characterized ) ( PP ( IN by ) ( NP ( NP ( DT the ) ( NN formation ) ) ( PP ( IN of ) ( NP ( NP ( NNS pseudopod ) ) ( PP ( IN for ) ( NP ( NN locomotion ) ) ) ) ) ) ) ) ( CC and ) ( VP ( VBG taking ) ( NP ( NP ( NN food ) ) ( : : ) ( NP ( NN actinopoda ) ) ) ) ) ) ) ) ',' ( NP ( NP ( DT the ) ( NN formation ) ) ( PP ( IN of ) ( NP ( NP ( NNS pseudopod ) ) ( PP ( IN for ) ( NP ( NN locomotion ) ) ) ) ) ) ',' ( VB Characterized ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN creation ) ( NN science ) ) ( VP ( VBZ be ) ( NP ( DT an ) ( NN effort ) ( S ( VP ( TO to ) ( VP ( VB give ) ( NP ( JJ scientific ) ( NN support ) ) ( PP ( IN for ) ( NP ( NP ( DT the ) ( NN truth ) ) ( PP ( IN of ) ( NP ( NP ( DT the ) ( NN account ) ) ( PP ( IN of ) ( NP ( NNP creation ) ) ) ) ) ) ) ( PP ( VBN given ) ( PP ( IN in ) ( NP ( NP ( DT the ) ( NN book ) ) ( PP ( IN of ) ( NP ( NNP genesis ) ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NP ( DT the ) ( NN book ) ) ( PP ( IN of ) ( NP ( NNP genesis ) ) ) ) ',' ( VB Give ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN creation ) ( NN science ) ) ( VP ( VBZ be ) ( NP ( DT an ) ( NN effort ) ( S ( VP ( TO to ) ( VP ( VB give ) ( NP ( JJ scientific ) ( NN support ) ) ( PP ( IN for ) ( NP ( NP ( DT the ) ( NN truth ) ) ( PP ( IN of ) ( NP ( NP ( DT the ) ( NN account ) ) ( PP ( IN of ) ( NP ( NNP creation ) ) ) ) ) ) ) ( PP ( VBN given ) ( PP ( IN in ) ( NP ( NP ( DT the ) ( NN book ) ) ( PP ( IN of ) ( NP ( NNP genesis ) ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NP ( DT the ) ( NN book ) ) ( PP ( IN of ) ( NP ( NNP genesis ) ) ) ) ',' ( VB Given ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN creationism ) ) ( VP ( VBZ be ) ( NP ( NP ( DT the ) ( JJ literal ) ( NN belief ) ) ( PP ( IN in ) ( NP ( NP ( DT the ) ( NN account ) ) ( PP ( IN of ) ( NP ( NNP creation ) ) ) ) ) ( PP ( VBN given ) ( PP ( IN in ) ( NP ( NP ( DT the ) ( NN book ) ) ( PP ( IN of ) ( NP ( NNP genesis ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NP ( DT the ) ( NN book ) ) ( PP ( IN of ) ( NP ( NNP genesis ) ) ) ) ',' ( VB Given ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN crosier ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( NN staff ) ) ( VP ( VP ( VBN surmounted ) ( PP ( IN by ) ( NP ( DT a ) ( NN crook ) ) ) ) ( CC or ) ( VP ( VB cross ) ( VP ( VBN carried ) ( PP ( IN by ) ( NP ( NP ( NNS bishop ) ) ( PP ( IN as ) ( NP ( NP ( DT a ) ( NN symbol ) ) ( PP ( IN of ) ( NP ( JJ pastoral ) ( NN office ) ) ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( DT a ) ( NN crook ) ) ',' ( VB Carried ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN crosier ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( NN staff ) ) ( VP ( VP ( VBN surmounted ) ( PP ( IN by ) ( NP ( DT a ) ( NN crook ) ) ) ) ( CC or ) ( VP ( VB cross ) ( VP ( VBN carried ) ( PP ( IN by ) ( NP ( NP ( NNS bishop ) ) ( PP ( IN as ) ( NP ( NP ( DT a ) ( NN symbol ) ) ( PP ( IN of ) ( NP ( JJ pastoral ) ( NN office ) ) ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( DT a ) ( NN crook ) ) ',' ( VB Surmounted ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN crozier ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( NN staff ) ) ( VP ( VP ( VBN surmounted ) ( PP ( IN by ) ( NP ( DT a ) ( NN crook ) ) ) ) ( CC or ) ( VP ( VB cross ) ( VP ( VBN carried ) ( PP ( IN by ) ( NP ( NP ( NNS bishop ) ) ( PP ( IN as ) ( NP ( NP ( DT a ) ( NN symbol ) ) ( PP ( IN of ) ( NP ( JJ pastoral ) ( NN office ) ) ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NP ( NNS bishop ) ) ( PP ( IN as ) ( NP ( NP ( DT a ) ( NN symbol ) ) ( PP ( IN of ) ( NP ( JJ pastoral ) ( NN office ) ) ) ) ) ) ',' ( VB Carried ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN crozier ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( NN staff ) ) ( VP ( VP ( VBN surmounted ) ( PP ( IN by ) ( NP ( DT a ) ( NN crook ) ) ) ) ( CC or ) ( VP ( VB cross ) ( VP ( VBN carried ) ( PP ( IN by ) ( NP ( NP ( NNS bishop ) ) ( PP ( IN as ) ( NP ( NP ( DT a ) ( NN symbol ) ) ( PP ( IN of ) ( NP ( JJ pastoral ) ( NN office ) ) ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NP ( NNS bishop ) ) ( PP ( IN as ) ( NP ( NP ( DT a ) ( NN symbol ) ) ( PP ( IN of ) ( NP ( JJ pastoral ) ( NN office ) ) ) ) ) ) ',' ( VB Surmounted ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NN crucible ) ( NN steel ) ) ( VP ( VBZ be ) ( NP ( NP ( NN steel ) ) ( VP ( VBN made ) ( PP ( IN by ) ( NP ( NP ( NP ( DT the ) ( NN mixture ) ) ( PP ( IN of ) ( NP ( NP ( NN molten ) ) ( VP ( VBD wrought ) ( NP ( NN iron ) ( CC and ) ( NN charcoal ) ) ) ) ) ) ( CC and ) ( CC and ) ( NP ( NP ( JJ other ) ( NNS substance ) ) ( PP ( IN in ) ( NP ( DT a ) ( NN crucible ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NN steel ) ) ',' ( VB Made ) ',' ( NP ( NN thing ) ) ',1
